Study	Site	Qualatative/Quantative	pH	Salinity	Latitude	Longitude	Description	Earth_Water_Air	Sequencing	Library kit	Extraction	BioProject ID	SRA_id	K (mM)	Na (mM)	T(°C)
Soufi2024	BSL10	Quantitative	9,77	1,4	39,525561	-118,87956	Soda Lake	Water	Illumina NextSeq 2000	Nextera Flex	DNA easy Power Water kit	PRJNA993288	SRR25242040	-	-	20
Soufi2024	BSL30	Quantitative	9,85	1,4	39,525561	-118,87956	Soda Lake	Water	Illumina NextSeq 2000	Nextera Flex	DNA easy Power Water kit	PRJNA993288	SRR25242039	-	-	7,5
Soufi2024	BSL40	Quantitative	9,87	1,4	39,525561	-118,87956	Soda Lake	Water	Illumina NextSeq 2000	Nextera Flex	DNA easy Power Water kit	PRJNA993288	SRR25242038	-	-	9
Soufi2024	BSL60	Quantitative	9,77	5,1	39,525561	-118,87956	Soda Lake	Water	Illumina NextSeq 2000	Nextera Flex	DNA easy Power Water kit	PRJNA993288	SRR25242037	-	-	10
Soufi2024	LSL10	Quantitative	9,15	8,6	39,5159	-118,883056	Soda Lake	Water	Illumina NextSeq 2000	Nextera Flex	DNA easy Power Water kit	PRJNA993288	SRR25242036	-	-	7
Soufi2024	LSL12	Quantitative	9,15	8,5	39,51519	-118,883056	Soda Lake	Water	Illumina NextSeq 2000	Nextera Flex	DNA easy Power Water kit	PRJNA993288	SRR25242035	-	-	7
Ren2025	Lake_Manyara_Sediment	Qualitative			-3,702	35,82	Soda Lake	Water	Illumina NovaSeq 6000	NEB Next Ultra DNA Library Prep Kit	-	PRJNA857294	SRR20069391			
Ren2025	Lake_kindai_Sediment	Qualitative			-4,8352	34,73	Soda Lake	Water	Illumina NovaSeq 6000	NEB Next Ultra DNA Library Prep Kit	-	PRJNA857294	SRR20069389			
Ren2025	Lake_Balangita_Sediment	Qualitative			-4,4	35,3	Soda Lake	Water	Illumina NovaSeq 6000	NEB Next Ultra DNA Library Prep Kit	-	PRJNA857294	SRR20069387			
Ren2025	small_momela_lake_Sediment	Qualitative			-3,2195	36,98	Soda Lake	Water	Illumina NovaSeq 6000	NEB Next Ultra DNA Library Prep Kit	-	PRJNA857294	SRR20069379			
Ren2025	Big_momela_lake_Sediment	Qualitative			-3,2254	36,9	Soda Lake	Water	Illumina NovaSeq 6000	NEB Next Ultra DNA Library Prep Kit	-	PRJNA857294	SRR20069378			
Ren2025	Lake_jipe_Sediment	Qualitative			-3,6311	37,75	Soda Lake	Water	Illumina NovaSeq 6000	NEB Next Ultra DNA Library Prep Kit	-	PRJNA857294	SRR20069377			
Ren2025	Lake_eyasi_Sediment	Qualitative			-3,566	35,25	Soda Lake	Water	Illumina NovaSeq 6000	NEB Next Ultra DNA Library Prep Kit	-	PRJNA857294	SRR20069373			
Anantharaman2015	AbeA1	Quantitative	4,3	3,4	-20,7612	-176,19057	Undersea_vent	Water	Illumina HiSeq 2000		In house method	PRJNA234377	SRR1217565	25	430	309
Anantharaman2015	KM1	Quantitative	3,6	3,7	-20,05383	-176,13347	Undersea_vent	Water	Illumina HiSeq 2000		In house method	PRJNA234377	SRR1217564	17	486	333
Anantharaman2015	MA1	Quantitative	2,5	3,98	-22,1803	-176,6014	Undersea_vent	Water	Illumina HiSeq 2000		In house method	PRJNA234377	SRR1217452	36	458	-
Reysenbach2020	J2-1040-8-CH1-1-233	Quantitative	2,08	3,116	-34,88234388	179,0682732	Undersea_vent	Water	Illumina HiSeq 3000	Nextera DNA Sample Prep kit	In house method	PRJNA546572	SRR10810390	11,97	449	200
Reysenbach2020	J2-1040-10-CH1-1-240	Quantitative	2,21	3,08	-34,882356	179,0682646	Undersea_vent	Water	Illumina HiSeq 3000	Nextera DNA Sample Prep kit	In house method	PRJNA546572	SRR10810382	11,4	449	-
Reysenbach2020	J2-1040-10-CH2-1-217	Quantitative	2,21	3,08	-34,88236547	179,0868228	Undersea_vent	Water	Illumina HiSeq 3000	Nextera DNA Sample Prep kit	In house method	PRJNA546572	SRR10312504	11,4	449	-
Reysenbach2020	J2-1038-5-R3-1-67	Quantitative	2,97	4,06	-38,85791961	179,051933	Undersea_vent	Water	Illumina HiSeq 3000	Nextera DNA Sample Prep kit	In house method	PRJNA546572	SRR10312503	63,6,	496	276,5
Reysenbach2020	J2-1039-15-CH1-1-157	Quantitative	6,55	3,16	-34,86207984	179,0572892	Undersea_vent	Water	Illumina HiSeq 3000	Nextera DNA Sample Prep kit	In house method	PRJNA546572	SRR10312502	12,4	464	-
Reysenbach2020	J2-1039-14-CH2-1-172	Quantitative	3,61	3,38	-34,86208959	179,0573881	Undersea_vent	Water	Illumina HiSeq 3000	Nextera DNA Sample Prep kit	In house method	PRJNA546572	SRR10312498	38,4	480	87
Reysenbach2020	J2-1041-4-R1-1-297	Quantitative	5,66	3,127	-34,878368	179,071443	Undersea_vent	Water	Illumina HiSeq 3000	Nextera DNA Sample Prep kit	In house method	PRJNA546572	SRR10312495	13,37	468	60
Reysenbach2020	J2-1038-14-MAJ-Green	Quantitative	7,62	3,13	-34,861552	179,057153	Undersea_vent	Water	Illumina HiSeq 3000	Nextera DNA Sample Prep kit	In house method	PRJNA546572	SRR10312494	10,7	457	-
Reysenbach2020	J2-1041-6-R2-1-324	Quantitative	5,14	3,089	-34,878866	179,071394	Undersea_vent	Water	Illumina HiSeq 3000	Nextera DNA Sample Prep kit	In house method	PRJNA546572	SRR10312493	13,33	469	45
Reysenbach2020	J2-1038-6-R4-1-31	Quantitative	2,97	4,06	-34,85791311	179,0519346	Undersea_vent	Water	Illumina HiSeq 3000	Nextera DNA Sample Prep kit	In house method	PRJNA546572	SRR10312491	63,6,	496	276,5
Reysenbach2020	J2-1038-13-R7-1-74	Quantitative	2,82	3,58	-34,86150855	179,0573001	Undersea_vent	Water	Illumina HiSeq 3000	Nextera XT library preparation kit	In house method	PRJNA546572	SRR10312490	50,9	488	-
Gulay2016	LAN_1	Qualitative			54,69583	12,47667	Wastewater	Water	Illumina HiSeq 4000	Nextera XT library preparation kit	-	PRJNA384587	SRR8893729			
Gulay2016	SJA_2	Qualitative			55,87222	12,47556	Wastewater	Water	Illumina HiSeq 4000	Nextera XT Library Preparation Ki	-	PRJNA384587	SRR8893713			
Gulay2016	SJA_1	Qualitative			55,87361	11,67889	Wastewater	Water	Illumina HiSeq 4000	Nextera XT library preparation kit	-	PRJNA384587	SRR8893712			
Fang2024	X0,1	Quantitative	6,89	0,0996	23,43468	116,53122	Wastewater	Water	Illumina HiSeq X	TruSeq DNA Sample Prep Kit	DNA easy Power Water kit	PRJNA1092822	SRR28562168	-	-	-
Fang2024	X3,1	Quantitative	7,087	1,394	23,43468	116,53122	Wastewater	Water	Illumina HiSeq X	TruSeq DNA Sample Prep Kit	DNA easy Power Water kit	PRJNA1092822	SRR28562167	-	-	-
Fang2024	X4,1	Quantitative	7,069	1,448	23,43468	116,53122	Wastewater	Water	Illumina HiSeq X	TruSeq DNA Sample Prep Kit	DNA easy Power Water kit	PRJNA1092822	SRR28562163	-	-	-
Fang2024	X1,1	Quantitative	6,86	1,001	23,43468	116,53122	Wastewater	Water	Illumina HiSeq X	TruSeq DNA Sample Prep Kit	DNA easy Power Water kit	PRJNA1092822	SRR28562160	-	-	-
Fang2024	X2,1	Quantitative	7,048	0,129	23,43468	116,53122	Wastewater	Water	Illumina HiSeq X	TruSeq DNA Sample Prep Kit	DNA easy Power Water kit	PRJNA1092822	SRR28562157	-	-	-
Parwin2025	US	Quantitative	7	0,0091	20,461306	85,755861	Wastewater	Water	Illumina HiSeq X	Nextera XT library preparation kit	DNA easy Power Water kit	PRJNA1008397	SRR25894125	0,0675	0,495	22,1
Parwin2025	CM	Quantitative	7,7	0,0202	20,444194	85,89044	Wastewater	Water	Illumina HiSeq X	Nextera XT library preparation kit	DNA easy Power Water kit	PRJNA1008397	SRR25894124	0,304	1,67	25
Parwin2025	DS	Quantitative	7,23	0,0113	20,413639	85,906722	Wastewater	Water	Illumina HiSeq X	Nextera XT library preparation kit	DNA easy Power Water kit	PRJNA1008397	SRR25894123	0,15	1,179	23
Hendriksen2019	CAN,22	Qualitative			50,4708333	-104,7444444	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR2592329			
Hendriksen2019	USA,74c	Qualitative			31,766991	-106,482545	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR2592276			
Hendriksen2019	NLD,43	Qualitative			52,3986167	4,7939833	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR2592266			
Hendriksen2019	KEN,72	Qualitative			-1,245504	37,016099	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR2592261			
Hendriksen2019	BWA,19	Qualitative			-24,6119444	25,9647222	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR2592249			
Hendriksen2019	AUT,70	Qualitative			48,174	16,4631944	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR2592246			
Hendriksen2019	ZAF,39	Qualitative			-25,7354417	28,1769472	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1726030			
Hendriksen2019	USA,74g	Qualitative			31,766991	-106,482545	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1726024			
Hendriksen2019	USA,74e	Qualitative			31,766991	-106,482545	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1726019			
Hendriksen2019	USA,74b	Qualitative			41,860246	-87,679633	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1726015			
Hendriksen2019	USA,74a	Qualitative			47,60418	-122,317711	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1726011			
Hendriksen2019	TCD,1	Qualitative			12,1183056	15,0950833	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1726008			
Hendriksen2019	POL,36	Qualitative			51,44839	21,95458	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1726000			
Hendriksen2019	ISL,28	Qualitative			64,1555	-21,87275	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1725982			
Hendriksen2019	IND,11	Qualitative			9,9715	76,3050833	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1725978			
Hendriksen2019	ESP,75	Qualitative			41,409792	2,222826	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1725971			
Hendriksen2019	DEU,27	Qualitative			52,5315714	13,2322464	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1725968			
Hendriksen2019	CAN,22a	Qualitative			51,0130611	-114,0245778	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1725955			
Hendriksen2019	AUS,18a	Qualitative			-37,9768333	144,6383056	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1725944			
Hendriksen2019	ALB,17	Qualitative			41,3404389	19,7716056	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1725938			
Hendriksen2019	ZMB,49	Qualitative			-15,39344	28,29661	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713410			
Hendriksen2019	XK,60	Qualitative			42,645875	21,169584	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713408			
Hendriksen2019	VNM,48	Qualitative			10,7170833	106,67935	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713407			
Hendriksen2019	USA,74i	Qualitative			40,017079	-105,254226	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713406			
Hendriksen2019	USA,74f	Qualitative			31,766991	-106,482545	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713402			
Hendriksen2019	ZMB,49b	Qualitative			-12,812009	28,25529	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713401			
Hendriksen2019	USA,74d	Qualitative			45,522747	-122,613568	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713400			
Hendriksen2019	USA,74	Qualitative			33,752502	-84,396132	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713397			
Hendriksen2019	TZA,15	Qualitative			-3,3889833	37,3498667	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713396			
Hendriksen2019	TUR,46	Qualitative			39,8983889	32,4536389	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713395			
Hendriksen2019	TGO,44	Qualitative			6,122775	1,226191	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713394			
Hendriksen2019	SWE,41a	Qualitative			57,6974167	11,891	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713392			
Hendriksen2019	SWE,41	Qualitative			59,8438333	17,6615556	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713391			
Hendriksen2019	SVN,38	Qualitative			46,075277	14,504718	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713390			
Hendriksen2019	SVK,9	Qualitative			48,155	17,2155556	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713389			
Hendriksen2019	SRB,37	Qualitative			44,8274444	20,4636111	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713388			
Hendriksen2019	SGP,52	Qualitative			1,3332222	103,7561111	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713387			
Hendriksen2019	SEN,8	Qualitative			14,6727761	-17,4327736	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713386			
Hendriksen2019	PER,35	Qualitative			-11,997	-76,8368333	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713385			
Hendriksen2019	PAK,7	Qualitative			24,8537778	67,0756389	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713384			
Hendriksen2019	NZL,56	Qualitative			-45,904233	170,520784	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713382			
Hendriksen2019	NPL,33	Qualitative			27,7166667	85,3166667	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713381			
Hendriksen2019	NOR,34	Qualitative			59,7933333	10,4986111	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713380			
Hendriksen2019	NGA,50	Qualitative			6,6155556	3,2627778	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713378			
Hendriksen2019	MYS,54	Qualitative			3,1832333	101,71125	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713377			
Hendriksen2019	MLT,63	Qualitative			35,8805389	14,5545083	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713376			
Hendriksen2019	MKD,62	Qualitative			41,9906111	21,4758333	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713375			
Hendriksen2019	LVA,31	Qualitative			56,9776667	24,0807222	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713373			
Hendriksen2019	LUX,32	Qualitative			49,650202	6,132113	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713372			
Hendriksen2019	LKA,40	Qualitative			6,962431	79,8742444	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713371			
Hendriksen2019	KHM,21	Qualitative			11,52255	104,9025889	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713370			
Hendriksen2019	KAZ,6	Qualitative			43,4038889	76,8891667	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713368			
Hendriksen2019	ITA,30	Qualitative			41,8193056	12,4281111	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713367			
Hendriksen2019	ISR,29	Qualitative			31,7577222	35,1002222	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713366			
Hendriksen2019	IRN,12	Qualitative			35,5678889	51,4392778	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713364			
Hendriksen2019	IRL,69	Qualitative			53,2632722	-9,0565528	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713363			
Hendriksen2019	HUN,61	Qualitative			47,5695833	19,0746167	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713361			
Hendriksen2019	HRV,68	Qualitative			45,787634	16,079189	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713360			
Hendriksen2019	GMB,10	Qualitative			13,4580556	-16,5830556	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713359			
Hendriksen2019	GHA,4	Qualitative			9,3968056	-0,8283333	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713358			
Hendriksen2019	GEO,59	Qualitative			41,87045	45,2696	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713357			
Hendriksen2019	FIN,25	Qualitative			60,2253889	24,9940278	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713356			
Hendriksen2019	ETH,24	Qualitative			8,919923	38,755649	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713355			
Hendriksen2019	ECU,14a	Qualitative			-0,9079278	-89,6030472	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713353			
Hendriksen2019	ECU,14	Qualitative			-0,2091667	-78,4766667	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713352			
Hendriksen2019	CZE,23	Qualitative			50,1137929	14,4001268	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713347			
Hendriksen2019	COL,2	Qualitative			4,5447667	-74,25825	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713346			
Hendriksen2019	CIV,13	Qualitative			5,3404722	-4,0156389	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713345			
Hendriksen2019	CHN,64	Qualitative			23,1114444	113,352	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713344			
Hendriksen2019	CHE,67	Qualitative			46,9722222	7,4285	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713343			
Hendriksen2019	CAN,22c	Qualitative			45,4620111	-75,5908972	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713342			
Hendriksen2019	CAN,22b	Qualitative			43,6336111	-79,4794444	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713341			
Hendriksen2019	BRA,53a	Qualitative			-1,35673	-48,44536	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713337			
Hendriksen2019	BRA,53	Qualitative			-19,8957389	-43,8791361	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713336			
Hendriksen2019	BGR,66	Qualitative			42,7506944	23,36475	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713335			
Hendriksen2019	AUS,18	Qualitative			-35,246401	148,969753	Wastewater	Water	Illumina HiSeq 3000	NEXTflex PCR-free Library Preparation Kit	QIAamp Fast DNA Stool Mini Kit	ERP015409	ERR1713332			
Becsei2024	Gruppo HERA	Qualitative			44,4949	11,3426	Wastewater	Water	Illumina NovaSeq 6000		QIAamp Fast DNA Stool Mini Ki	PRJEB68319	ERR12510893			
Becsei2024	Dokhaven	Qualitative			51,9244	4,4777	Wastewater	Water	Illumina NovaSeq 6000		QIAamp Fast DNA Stool Mini Ki	PRJEB68319	ERR12510866			
Becsei2024	Budapesti Kozponti Szennyviztisztito Telep	Qualitative			47,4979	19,0402	Wastewater	Water	Illumina NovaSeq 6000		QIAamp Fast DNA Stool Mini Ki	PRJEB68319	ERR12510827			
Becsei2024	Rensningsanlaeg_Damhusaaen	Qualitative			55,6405	12,5058	Wastewater	Water	Illumina NovaSeq 6000		QIAamp Fast DNA Stool Mini Ki	PRJEB68319	ERR12510689			
Becsei2024	Rensningsanlaeg Lynetten	Qualitative			55,6956	12,6139	Wastewater	Water	Illumina NovaSeq 6000		QIAamp Fast DNA Stool Mini Ki	PRJEB68319	ERR12510664			
